,T,p,rho
8901,0.09948651755724791,0.6049054021209399,0.9604848503472551
8902,0.7216532462646017,0.9895709849897042,0.6718870912997816
8903,0.4507458626459697,0.36133135034052966,0.8032845444028489
8904,0.24784596333620346,0.40851174337590235,0.8958513697057464
8905,0.782556588822734,0.9360301344391192,0.6206872804936305
8906,0.03838548768593619,0.14017424005396517,0.9839171175532953
8907,0.04204833785270823,0.5363559799392327,0.9844784024648517
8908,0.5407279328702822,0.2855638805124461,0.7533745414973595
8909,0.8983508930173671,0.7684052452712918,0.5005333107359884
8910,0.8841885719678493,0.29302448378276125,0.07630958283996689
8911,0.31490396885778627,0.7298436067326717,0.8700563625123976
8912,0.7554097963600835,0.5271681103458894,0.618225393012764
8913,0.7658105194680632,0.9814886992453816,0.6394011497741201
8914,0.747968817311164,0.19655385100057288,0.04999356764910448
8915,0.26902104103547664,0.9186488193096078,0.891336537544142
8916,0.8473796940729196,0.9893594768111786,0.5820940818248369
8917,0.8810844463374423,0.792797903159095,0.5230149851134043
8918,0.6706624984082966,0.5137348070465109,0.6829803838977364
8919,0.1614957781700127,0.6141628323270694,0.9343166518089293
8920,0.8892728732260133,0.9632521922784314,0.5392220977341544
8921,0.3800359108817548,0.8430618839452342,0.8418376317988816
8922,0.20262705557442084,0.9896717113762473,0.919669955793544
8923,0.09038550988607397,0.9269513211760118,0.966126437321523
8924,0.37918936489158084,0.6895190842911711,0.8404453357824395
8925,0.5268430560507128,0.6269920902706647,0.7698610419772012
8926,0.7950722647693297,0.8854175822037303,0.6042449686642934
8927,0.9219422803922795,0.7596015961522234,0.47343639623017897
8928,0.22461884387729658,0.2346426990224234,0.9045157001860183
8929,0.6533367659707032,0.16614963300385943,0.6794539459414762
8930,0.38479650473513793,0.37491812152094517,0.8338281371716669
8931,0.8475279812105815,0.1724056931730732,0.04218138202307202
8932,0.5289943788955427,0.05562429508650002,0.7564975210534948
8933,0.3431770663162793,0.8553077523843582,0.8587066104188911
8934,0.31407628401679233,0.7965220774478388,0.8710989561639879
8935,0.40830944465662466,0.8194650095527268,0.8290077173694059
8936,0.5299929184233605,0.7539327099655274,0.771339634977257
